45,freq_package-0,3040358.75
60,psys-1,14.84271
60,core-0,2.58297
60,package-0,5.53885
60,uncore-0,0.36412
60,package-global,5.53885
60,cpu%_package-global,1.88679
60,cpu%_package-0,1.95846
60,freq_package-0,3040358.75
492,psys-1,14.80237
492,core-0,2.59557
492,package-0,5.53773
492,uncore-0,0.34444
492,package-global,5.53773
492,cpu%_package-global,1.94785
492,cpu%_package-0,2.03875
492,freq_package-0,2147588.25
30,psys-1,14.84684
30,core-0,2.58409
30,package-0,5.54022
30,uncore-0,0.36391
30,package-global,5.54022
30,cpu%_package-global,1.88679
30,cpu%_package-0,1.95892
30,freq_package-0,1685026.875
432,psys-1,14.76854
432,core-0,2.58815
432,package-0,5.52736
432,uncore-0,0.34292
432,package-global,5.52736
432,cpu%_package-global,1.88679
432,cpu%_package-0,2.00491
432,freq_package-0,538881.25
508,psys-1,14.57383
508,core-0,2.66233
508,package-0,5.50167
508,uncore-0,0.2889
508,package-global,5.50167
508,cpu%_package-global,2.88945
508,cpu%_package-0,2.9189
508,freq_package-0,2477934.125
448,psys-1,14.55751
448,core-0,2.65921
448,package-0,5.49669
448,uncore-0,0.2879
448,package-global,5.49669
448,cpu%_package-global,2.88945
448,cpu%_package-0,2.88806
448,freq_package-0,2293804.875
524,psys-1,13.94556
524,core-0,2.43774
524,package-0,5.16228
524,uncore-0,0.25413
524,package-global,5.16228
524,cpu%_package-global,2.82043
524,cpu%_package-0,2.75724
524,freq_package-0,2649462.125
404,psys-1,13.84497
404,core-0,2.40208
404,package-0,5.09304
404,uncore-0,0.23593
404,package-global,5.09304
404,cpu%_package-global,2.75862
404,cpu%_package-0,2.69598
404,freq_package-0,2487880.125
464,psys-1,13.81817
464,core-0,2.38664
464,package-0,5.07534
464,uncore-0,0.23634
464,package-global,5.07534
464,cpu%_package-global,2.75776
464,cpu%_package-0,2.69426
464,freq_package-0,2333823.875
540,psys-1,13.35894
540,core-0,2.1859
540,package-0,4.78762
540,uncore-0,0.24499
540,package-global,4.78762
540,cpu%_package-global,2.47649
540,cpu%_package-0,2.44262
540,freq_package-0,2781494.75
480,psys-1,13.14913
480,core-0,2.09347
480,package-0,4.64621
480,uncore-0,0.22739
480,package-global,4.64621
480,cpu%_package-global,2.44284
480,cpu%_package-0,2.38021
480,freq_package-0,2880557.0
420,psys-1,13.18197
420,core-0,2.11026
420,package-0,4.65828
420,uncore-0,0.22562
420,package-global,4.65828
420,cpu%_package-global,2.44361
420,cpu%_package-0,2.3495
420,freq_package-0,3327091.875
496,psys-1,13.22189
496,core-0,2.09216
496,package-0,4.69538
496,uncore-0,0.26536
496,package-global,4.69538
496,cpu%_package-global,2.47416
496,cpu%_package-0,2.38088
496,freq_package-0,2029267.5
436,psys-1,13.23927
436,core-0,2.09213
436,package-0,4.70128
436,uncore-0,0.26535
436,package-global,4.70128
436,cpu%_package-global,2.47339
436,cpu%_package-0,2.3823
436,freq_package-0,1826055.0
170,psys-1,13.38055
170,core-0,2.14045
170,package-0,4.78857
170,uncore-0,0.27816
170,package-global,4.78857
170,cpu%_package-global,2.28185
170,cpu%_package-0,2.20724
170,freq_package-0,2942276.5
155,psys-1,13.47042
155,core-0,2.18117
155,package-0,4.8436
155,uncore-0,0.28349
155,package-global,4.8436
155,cpu%_package-global,2.30808
155,cpu%_package-0,2.20881
155,freq_package-0,2823656.875
512,psys-1,13.14185
512,core-0,2.00303
512,package-0,4.61125
512,uncore-0,0.2719
512,package-global,4.61125
512,cpu%_package-global,1.44201
512,cpu%_package-0,1.31926
512,freq_package-0,2751371.375
140,psys-1,13.44169
140,core-0,2.167
140,package-0,4.82583
140,uncore-0,0.28339
140,package-global,4.82583
140,cpu%_package-global,2.25847
